中文解释,链接,Referer,年份,月份
2021年3月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/rdts/2021/4/13/009e9d0dce8548cfbca4d5bdcde52293.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=3&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2021,3
2021年2月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/rdts/2021/3/15/1b274bdd168f416f9dc3bbd3a557a269.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=3&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2021,2
2021年1月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/rdts/2021/2/18/d840485cee6a4843a4eaac7b30bb36a4.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=3&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2021,1
2020年12月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/rdts/2021/1/12/b8eef71c9f574091ac961e79953e4b17.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=3&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,12
2020年11月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/12/9/727fffb0b5d14c9c8ebac141d0a7699e.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=3&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,11
2020年10月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/11/11/3e1fd58f60074fc3b1d8e74b6f973da6.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,10
2020年9月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/10/20/bc6d606ab01349c784e8807d32f510d7.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,9
2020年8月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/9/10/e04cde7509a74014aaa5dc7547fc7970.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,8
2020年7月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/8/7/634c04023883455ca65a88a8484028ed.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,7
2020年6月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/7/13/a1aef9b789e543e6bf8f1f7193132bd9.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,6
2020年5月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/6/10/d87954ca52114ddbb6609a623025c8e7.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,5
2020年4月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/5/26/91ba4947aeb64f57920321d598149a41.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,4
2020年3月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/4/16/8f15100facb547d9a5ca3316c0b5a84c.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,3
2020年2月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/3/13/c0175562783f42c7a4f8a8c27b8c907d.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,2
2020年1月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2020/2/12/70ea7457daa74b92b15e1049998ed8b3.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=4&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2020,1
2019年12月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/ylwsly/2020/1/13/02dd867e342743bc8674e73529eeb736.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=5&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,12
2019年11月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/12/10/70a38dbd4c0b49f0b4516978e8346d39.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=5&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,11
2019年10月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/ylwsly/2019/11/11/9cd18bac44c844dfbf64b03948aa1692.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=5&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,10
2019年9月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/10/14/59bd9febec644331883bc25a0b415fe6.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=5&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,9
2019年8月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/9/18/cfc80bab36634db88159b3ae325524f0.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=6&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,8
2019年7月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/8/8/d2730547684646a8a098ec12fe7b9d5b.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=6&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,7
2019年6月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/7/9/8d305483dde04c22b9882b9726f78e5f.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=6&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,6
2019年5月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/6/10/3d488f15f7a249fdbf2ca637cbeb6f5b.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=6&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,5
2019年4月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/5/15/dfe5cd1414dd4bc8b81b7bc273d0c420.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=7&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,4
2019年3月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/4/10/b491906c402d402e8eb741a67c4bea3f.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=7&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,3
2019年2月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/3/12/31890cb9b2154c81a65d702cbe72e1e7.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=7&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,2
2019年1月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/2/14/cb065474f5e247eb8adb81fcd5f148d0.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=7&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2019,1
2018年12月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2019/1/15/9a00c5752e794712a378c2c946fd72f5.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=8&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,12
2018年11月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2018/12/12/f3d930c1eab54464a115941d30389c02.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=8&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,11
2018年10月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2018/11/14/406b9bc6052b4681b0a309c375536708.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=8&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,10
2018年9月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2018/11/5/1215b5e0cfe9429e84cb9e69c4a6386f.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=8&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,9
2018年8月四川省法定传染病新闻稿,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2018/11/5/9c30e79b7c6d451c8e8d0bbb9938293d.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=9&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,8
2018年7月四川省法定传染病疫情概况,http://wsjkw.sc.gov.cn/scwsjkw/csgz2/2018/8/15/9ec57800fa614e248fefb3be043fba29.shtml,https://wsjkw.sc.gov.cn/guestweb4/s?searchWord=%25E6%25B3%2595%25E5%25AE%259A%25E4%25BC%25A0%25E6%259F%2593%25E7%2597%2585&column=%25E5%2585%25A8%25E9%2583%25A8&wordPlace=1&orderBy=1&startTime=&endTime=&pageSize=10&pageNum=9&timeStamp=0&siteCode=5100000053&siteCodes=&checkHandle=1&strFileType=%25E5%2585%25A8%25E9%2583%25A8%25E6%25A0%25BC%25E5%25BC%258F&sonSiteCode=&areaSearchFlag=1&secondSearchWords=&countKey=%200&left_right_index=0,2018,7
